SAMPLE_ID,NMFS_DNA_ID,collection,PofZ,z_score,TemporalAvail,SpatialAvail,FisheriesCollMonth,FisheriesCollSeason,FisheriesLatDD,FisheriesLongDD,MissingSBND
11-0741,NF001775,Pribilof,0.921323798,0.361756202,1,1,11,nonbreeding,56.6525,-164.79556,
11-0772,NF001776,StMatthew,0.989537179,-1.222559223,1,1,11,nonbreeding,59,-177.02639,
11-0830,NF001778,StMatthew,0.99943547,0.405214096,1,1,11,nonbreeding,56.85472,-168.18333,
11-0831,NF001779,Pribilof,0.968942407,1.396128884,1,1,6,breeding,59.94667,-178.99,
11-0832,NF001780,Pribilof,0.994382271,0.197296125,1,1,6,breeding,59.825,-178.89167,
11-0833,NF001781,Pribilof,0.999992914,-1.242212336,0,0,,,,,4233
11-0834,NF001782,Semidi,0.999768522,-2.418677288,1,1,7,breeding,58.86722,-174.18667,4234
11-0835,NF001783,Chagulak,0.999907196,-0.43836625,1,1,6,breeding,57.2,-172.78333,
11-0837,NF001785,Semidi,0.997460174,2.357972925,1,1,10,nonbreeding,56.23333,-164.36667,
11-0839,NF001787,Chagulak,0.99999893,1.148095432,1,1,2,nonbreeding,55.46833,-164.675,
11-0840,NF001788,Semidi,0.994763264,1.898063169,1,1,3,nonbreeding,55.33333,-164.9,4240
11-0862,NF001790,Semidi,0.999204776,0.355011674,1,1,4,nonbreeding,58.79639,-177.67222,
11-0863,NF001791,StMatthew,0.998581156,-1.620102151,1,1,3,nonbreeding,58.98917,-177.72472,
11-0864,NF001792,Semidi,0.997230923,1.284643506,1,1,3,nonbreeding,55.12167,-165.18833,
11-0865,NF001793,StMatthew,0.999941651,-0.926423812,1,1,2,nonbreeding,56.32167,-165.805,
11-0866,NF001794,Semidi,0.999790538,1.013300391,1,1,2,nonbreeding,55.39222,-164.00111,
11-0867,NF001795,Pribilof,0.995517183,0.383438419,1,1,3,nonbreeding,57.61694,-173.99944,
11-0869,NF001797,StMatthew,0.999978688,-1.762188352,1,1,3,nonbreeding,58.695,-176.7,4269
11-0871,NF001799,StMatthew,0.981229795,1.00441948,1,1,4,nonbreeding,55.1275,-164.59083,4271
11-0872,NF001800,Chagulak,0.999709836,-0.968143896,1,1,4,nonbreeding,55.12972,-164.51778,4272
11-0876,NF001801,Pribilof,0.999574469,0.160078754,1,1,4,nonbreeding,55.12972,-164.51778,4276
11-0882,NF001803,Chagulak,0.993855658,0.954722651,1,1,5,breeding,55.12694,-156.75694,
11-0887,NF001804,StMatthew,0.984552001,-0.684857116,1,1,11,nonbreeding,56.74056,-165.7175,4287
11-0888,NF001805,Semidi,0.998981136,-1.047753547,1,1,2,nonbreeding,56.57333,-166.97,4288
11-0889,NF001806,Pribilof,0.999475661,-0.223203424,1,1,3,nonbreeding,59.00333,-176.27333,
11-0892,NF001808,Semidi,0.984839165,0.899364461,1,1,2,nonbreeding,55.80028,-163.37889,4292
11-0896,NF001809,Pribilof,0.982803268,0.930149189,1,1,2,nonbreeding,56.02972,-164.97278,4296
11-0897,NF001810,Pribilof,0.999238242,0.324716504,1,1,3,nonbreeding,55.81222,-165.3225,4297
11-0898,NF001811,Semidi,0.999959559,1.448968158,1,1,2,nonbreeding,55.74,-164.695,
11-0899,NF001812,Chagulak,0.993985654,2.357784026,1,1,2,nonbreeding,55.74,-164.695,
11-0900,NF001813,StMatthew,0.987187516,1.007081049,1,1,10,nonbreeding,56.24111,-167.11861,
12-0010,NF001584,Semidi,0.999855636,0.664560994,1,1,10,nonbreeding,59.53361,-173.025,
12-0012,NF001586,Semidi,0.999920229,1.757399656,1,1,10,nonbreeding,56.705,-165.755,4308
12-0013,NF001587,Semidi,0.941425155,-0.145899756,1,1,10,nonbreeding,59.69722,-173.32111,
12-0014,NF001588,Semidi,0.999512044,-0.31666295,1,1,10,nonbreeding,59.69722,-173.32111,
12-0015,NF001589,Semidi,0.999045174,1.444052615,1,1,10,nonbreeding,59.69722,-173.32111,
12-0016,NF001590,Pribilof,0.999998303,0.06597927,1,1,10,nonbreeding,59.69722,-173.32111,
12-0017,NF001591,StMatthew,0.999983749,0.028521765,1,1,10,nonbreeding,59.69722,-173.32111,
12-0020,NF001594,StMatthew,0.964727372,0.341151893,1,1,10,nonbreeding,59.53361,-173.025,
12-0021,NF001595,Pribilof,0.982802676,0.710313565,1,1,10,nonbreeding,59.53361,-173.025,
12-0022,NF001596,StMatthew,0.9961288,0.91262654,1,1,10,nonbreeding,59.53361,-173.025,
12-0027,NF001601,StMatthew,0.998474689,0.76625672,1,1,5,breeding,59.85778,-178.34722,
12-0030,NF001604,Pribilof,0.998195464,1.775276454,1,1,9,breeding,59.73333,-176.85,
12-0031,NF001605,Pribilof,0.999921548,-0.609147181,1,1,9,breeding,59.43333,-177.13333,
12-0032,NF001606,Semidi,0.999977481,0.620929758,1,1,5,breeding,57.06833,-151.16,4328
12-0034,NF001608,StMatthew,0.975382708,1.931676323,1,1,9,breeding,57.21333,-171.01,
12-0035,NF001609,Chagulak,0.999904814,1.868165418,1,1,7,breeding,57.91833,-171.94333,
12-0036,NF001610,Chagulak,0.980965627,-0.129976015,1,1,8,breeding,56.13333,-169.85333,4332
12-0037,NF001611,Pribilof,0.997581203,0.729463374,1,1,9,breeding,59.58333,-177.1,
12-0040,NF001614,Chagulak,0.999753229,-0.711601011,1,1,9,breeding,60.24,-176.30667,
12-0041,NF001615,Pribilof,0.999942929,0.99206232,1,1,9,breeding,57.21333,-171.01,
12-0043,NF001617,Pribilof,0.999290589,1.312324639,1,1,9,breeding,59.43333,-177.03333,
12-0046,NF001620,Pribilof,0.99958085,1.118333893,1,1,7,breeding,59.735,-176.855,
12-0047,NF001621,Chagulak,0.999996864,-1.090526311,1,1,7,breeding,58.86667,-174.01667,4343
12-0048,NF001622,Pribilof,0.999865095,0.511035085,1,1,7,breeding,58.20861,-173.97361,4344
12-0049,NF001623,Semidi,0.989723118,-0.28074221,1,1,8,breeding,58.06833,-173.47833,4345
12-0050,NF001624,StMatthew,0.982706576,1.278972196,1,1,9,breeding,55.96611,-165.17972,
12-0051,NF001625,Semidi,0.999565808,0.983742856,1,1,9,breeding,55.96944,-165.02611,
12-0053,NF001626,Chagulak,0.999249306,0.47989854,1,1,9,breeding,56.47,-170.25,
12-0054,NF001627,Pribilof,0.998987769,0.070520404,1,1,9,breeding,56.88667,-170.57167,
12-0055,NF001628,StMatthew,0.977763001,1.985699087,1,1,8,breeding,59.3,-177.76,
12-0056,NF001629,StMatthew,0.977408736,1.750716028,1,1,8,breeding,59.3,-177.76,
12-0057,NF001630,Semidi,0.999940904,-0.320280416,1,1,10,nonbreeding,56.36333,-164.17556,
12-0058,NF001631,Chagulak,0.994027254,0.290876545,1,1,9,breeding,59.21667,-176.43333,
12-0059,NF001632,StMatthew,0.996343527,0.590875299,1,1,10,nonbreeding,57.56972,-173.41361,
12-0060,NF001633,Chagulak,0.998769336,1.120307865,1,1,8,breeding,57.60833,-174.14889,
12-0063,NF001635,Pribilof,0.999297111,-0.127331792,1,1,8,breeding,57.68333,-172.76667,
12-0065,NF001637,StMatthew,0.999975528,-0.112073989,1,1,9,breeding,60.1,-178.58333,
12-0068,NF001640,Semidi,0.998554592,0.308433368,1,1,9,breeding,57.34333,-170.815,
12-0069,NF001641,Semidi,0.999727214,1.26570667,1,1,9,breeding,57.21333,-171.01,
12-0070,NF001642,StMatthew,0.998027518,0.731591761,1,1,9,breeding,51.57667,178.54167,
12-0071,NF001643,StMatthew,0.999950977,-0.64091929,1,1,9,breeding,59.76667,-177.68333,
12-0072,NF001644,StMatthew,0.990465713,-0.564649672,1,1,9,breeding,60.18833,-176.42833,
12-0073,NF001645,Pribilof,0.999991988,-1.095870406,1,1,9,breeding,60.18833,-176.42833,
12-0074,NF001646,Pribilof,0.998953061,1.111246874,1,1,9,breeding,60.24,-176.30667,
12-0075,NF001647,Semidi,0.999848611,-1.421641562,1,1,10,nonbreeding,54.70667,-165.51833,4371
12-0076,NF001648,Chagulak,0.991688086,-2.142246601,1,1,10,nonbreeding,56.73833,-170.185,
12-0077,NF001649,Semidi,0.99011578,1.641848303,1,1,10,nonbreeding,56.73833,-170.185,
12-0078,NF001650,StMatthew,0.998312738,-0.542214538,1,1,10,nonbreeding,56.73833,-170.185,
12-0079,NF001651,StMatthew,0.999976594,-0.045706157,1,1,5,breeding,57.6,-174.055,4375
12-0080,NF001652,Chagulak,0.949402837,0.402712108,1,1,10,nonbreeding,56.05833,-169.845,4376
12-0085,NF001342,Pribilof,0.999900906,0.479166052,1,1,11,nonbreeding,56.69917,-169.9725,
12-0086,NF001343,Pribilof,0.991200183,0.6203967,1,1,11,nonbreeding,56.69917,-169.9725,
12-0087,NF001344,Pribilof,0.997674172,-0.780360117,1,1,11,nonbreeding,56.69917,-169.9725,
12-0088,NF001345,Pribilof,0.994791685,-0.043206716,1,1,11,nonbreeding,56.69917,-169.9725,
12-0094,NF001347,StMatthew,0.996678035,0.147562189,1,1,10,nonbreeding,57.28833,-170.80667,4388
12-0095,NF001348,Pribilof,0.999896658,-1.871533334,1,1,11,nonbreeding,56.82167,-172.84667,4389
12-0096,NF001349,Semidi,0.997536371,1.317385109,1,1,11,nonbreeding,56.645,-172.915,4390
12-0100,NF001352,Semidi,0.999273285,2.430173988,1,1,11,nonbreeding,59.48667,-176.35,4394
12-0102,NF001353,Semidi,0.982926098,1.780114901,1,1,9,breeding,56.00167,-163.59667,4396
12-0103,NF001354,Semidi,0.998707218,1.756888382,1,1,10,nonbreeding,55.01333,-165.75167,4397
12-0105,NF001355,StMatthew,0.997114321,0.61115542,1,1,11,nonbreeding,54.85,-165.05,
12-0106,NF001356,Semidi,0.986314408,-0.286470805,1,1,11,nonbreeding,54.85,-165.05,
12-0110,NF001360,Pribilof,0.983839775,1.229852847,1,1,11,nonbreeding,59.30833,-176.57389,
12-0111,NF001361,Pribilof,0.999807524,0.322386521,1,1,11,nonbreeding,57.01194,-165.50722,
12-0112,NF001362,Semidi,0.979171614,0.435256847,1,1,11,nonbreeding,55.19333,-166.41833,
12-0115,NF001365,Semidi,0.999980292,0.038541752,1,1,10,nonbreeding,56.73833,-170.185,
12-0116,NF001366,StMatthew,0.99998397,1.422150642,1,1,10,nonbreeding,56.27,-169.98167,
12-0117,NF001367,Semidi,0.999030249,0.380530436,1,1,11,nonbreeding,57.01194,-165.50722,
12-0121,NF001370,StMatthew,0.999951995,0.84808818,1,1,11,nonbreeding,56.45333,-164.96167,
12-0125,NF001373,Semidi,0.999490463,0.118112478,1,1,10,nonbreeding,56.78333,-168.28333,
12-0126,NF001374,StMatthew,0.999853674,-0.002871013,1,1,10,nonbreeding,56.73833,-170.185,
12-0128,NF001376,Pribilof,0.994042826,0.939106376,1,1,10,nonbreeding,56.74167,-170.46167,
12-0129,NF001377,Pribilof,0.999779036,-0.758421062,1,1,10,nonbreeding,56.65167,-168.42333,
12-0130,NF001378,Chagulak,0.999981049,0.106254951,1,1,10,nonbreeding,56.39167,-170.38167,
12-0131,NF001379,Semidi,0.990647938,2.383488038,1,1,10,nonbreeding,56.29167,-170.07167,
12-0135,NF001383,Pribilof,0.950409572,0.99834221,1,1,11,nonbreeding,57.01194,-165.50722,
12-0136,NF001384,Chagulak,0.994867583,0.632344296,1,1,10,nonbreeding,56.69167,-170.28833,4430
12-0138,NF001386,Semidi,0.999556463,0.212729549,1,1,10,nonbreeding,56.55778,-166.74778,
12-0139,NF001387,Chagulak,0.986954814,0.665749377,1,1,11,nonbreeding,58.60333,-177.24333,
12-0140,NF001388,StMatthew,0.999181169,0.641396917,1,1,10,nonbreeding,56.73833,-170.185,
12-0141,NF001389,StMatthew,0.978791804,0.131862409,1,1,10,nonbreeding,56.73833,-170.185,
12-0144,NF001392,StMatthew,0.99467157,0.138871246,1,1,10,nonbreeding,56.74,-168.865,4438
13-0010,NF001394,Pribilof,0.999767908,0.77191037,1,1,7,breeding,59.36,-175.91667,4525
13-0012,NF001396,Chagulak,0.998572095,0.535654483,1,1,6,breeding,58.16333,-171.75,4527
13-0013,NF001397,Pribilof,0.996451575,0.656389856,1,1,7,breeding,59.505,-175.66667,4528
13-0014,NF001398,StMatthew,0.979695535,0.663925038,1,1,7,breeding,59.505,-175.66667,4529
13-0015,NF001399,StMatthew,0.999421485,-0.831752216,1,1,6,breeding,57.74333,-171.68,4530
13-0016,NF001400,Semidi,0.999992483,1.083120883,1,1,7,breeding,59.505,-175.66667,4531
13-0017,NF001401,Chagulak,0.999642287,-1.370212816,1,1,7,breeding,59.505,-175.66667,4532
13-0018,NF001402,Pribilof,0.999727968,0.039955551,1,1,7,breeding,59.505,-175.66667,4533
13-0019,NF001403,Semidi,0.999995617,-0.17782412,1,1,7,breeding,59.505,-175.66667,4534
13-0020,NF001404,StMatthew,0.978789928,1.618900426,1,1,7,breeding,59.61833,-175.75167,4535
13-0021,NF001405,StMatthew,0.978562788,0.387561533,1,1,7,breeding,59.36,-175.91667,4536
13-0023,NF001407,Chagulak,0.999285737,-0.146790358,1,1,6,breeding,57.73167,-171.68167,4538
13-0024,NF001408,StMatthew,0.999998933,-1.073736371,1,1,7,breeding,59.58833,-175.86667,4539
13-0033,NF001409,StMatthew,0.991890204,0.648434349,1,1,5,breeding,59.70083,-178.42028,4548
13-0035,NF001411,StMatthew,0.999655977,0.378585549,1,1,5,breeding,59.70083,-178.42028,
13-0036,NF001412,StMatthew,0.98680464,0.268297189,0,0,,,,,4551
13-0037,NF001413,StMatthew,0.997453825,0.838845921,0,0,,,,,4552
13-0042,NF001417,StMatthew,0.993385191,-1.146374617,1,1,5,breeding,56.92333,-170.59,
13-0044,NF001419,StMatthew,0.983878622,1.152342303,1,1,3,nonbreeding,56.4,-170.31667,
13-0045,NF001420,Semidi,0.999050916,0.902104711,1,1,4,nonbreeding,53.86667,-163.41667,
13-0046,NF001421,Semidi,0.997499402,0.553337712,1,1,11,nonbreeding,59.33333,-176.70167,4560
13-0047,NF001476,StMatthew,0.999014583,1.26252062,1,1,5,breeding,57.60667,-174.14,4561
13-0070,NF001477,Chagulak,0.99982253,1.897278705,1,1,7,breeding,59.20167,-176.465,4582
13-0071,NF001478,StMatthew,0.989090143,0.77326498,1,1,7,breeding,59.45667,-177.755,4583
13-0072,NF001479,Semidi,0.999999387,0.342653411,1,1,7,breeding,58.83,-175.175,4584
13-0074,NF001481,Semidi,0.993094562,1.06310108,1,1,7,breeding,57.905,-173.29167,4586
13-0077,NF001483,Pribilof,0.934857589,1.520537786,1,1,7,breeding,59.45667,-177.755,
13-0078,NF001484,StMatthew,0.999739744,1.802281356,1,1,7,breeding,59.43333,-178.015,
13-0087,NF001490,Pribilof,0.995598461,0.231704461,1,1,1,nonbreeding,56.45,-170.18333,4599
13-0090,NF001493,StMatthew,0.995460812,1.952198964,1,1,2,nonbreeding,57.38333,-171.65,
13-0091,NF001494,Pribilof,0.987172124,1.234841573,1,1,3,nonbreeding,57.38333,-171.65,
13-0092,NF001495,Chagulak,0.999984037,-1.141359326,1,1,2,nonbreeding,57.38333,-171.65,
13-0093,NF001496,StMatthew,0.979281145,1.301433651,1,1,2,nonbreeding,56.95,-171.43333,
13-0110,NF001497,Chagulak,0.998505732,0.67841698,1,1,2,nonbreeding,55.09333,-164.78667,
13-0111,NF001498,StMatthew,0.990947601,-1.016949763,1,1,3,nonbreeding,54.78833,-165.42,
13-0112,NF001499,Chagulak,0.999670717,1.220110152,1,1,2,nonbreeding,56.06167,-166.785,
13-0115,NF001502,StMatthew,0.909977485,2.155696447,1,1,12,nonbreeding,56.06167,-163.64333,4627
13-0116,NF001503,StMatthew,0.934349735,1.246553001,1,1,4,nonbreeding,56.76361,-173.36333,
13-0118,NF001505,Semidi,0.97366208,-0.956907193,1,1,6,breeding,56.64,-168.79333,4630
13-0120,NF001507,StMatthew,0.999941343,0.566893335,1,1,11,nonbreeding,58.90833,-176.79833,4632
13-0122,NF001509,Semidi,0.999941354,0.615136829,1,1,12,nonbreeding,56.84972,-165.12472,4634
13-0123,NF001510,Pribilof,0.99998466,0.280753213,1,1,12,nonbreeding,56.57722,-169.88361,
13-0124,NF001511,StMatthew,0.999555047,-0.897793375,0,0,,,,,4636
13-0301,NF001512,Pribilof,0.990747517,0.266236407,1,1,6,breeding,58.56667,-176.75,
13-0304,NF001514,Semidi,0.999997385,1.772063405,1,1,9,breeding,55.78028,-165.20694,
13-0305,NF001515,Semidi,0.993512203,0.516878839,1,1,9,breeding,56.46,-168.61,4641
13-0307,NF001517,Pribilof,0.999933771,1.68885491,1,1,10,nonbreeding,56.43056,-170.58833,
13-0308,NF001518,Pribilof,0.999882254,-1.56387058,1,1,6,breeding,57.325,-171.14722,
13-0311,NF001520,Semidi,0.996703344,-1.082164469,1,1,9,breeding,56.08889,-165.32222,
13-0313,NF001522,Chagulak,0.999858179,0.814440834,1,1,10,nonbreeding,56.38861,-170.78306,
13-0314,NF001523,Semidi,0.999076967,0.04389655,1,1,6,breeding,52.155,-179.66667,
13-0315,NF001524,Pribilof,0.981718812,1.753763142,1,1,7,breeding,59.66,-177.17667,
13-0316,NF001525,Chagulak,0.997158476,0.119127139,1,1,7,breeding,59.66,-177.17667,
13-0317,NF001526,Semidi,0.998188476,0.517896396,1,1,7,breeding,59.66,-177.17667,
13-0318,NF001527,Chagulak,0.997823138,1.390684377,1,1,7,breeding,59.66,-177.17667,
13-0319,NF001528,Chagulak,0.981303572,-0.468201607,1,1,7,breeding,59.66,-177.17667,
13-0320,NF001529,StMatthew,0.996589544,0.842614161,1,1,10,nonbreeding,56.49833,-170.80917,
13-0321,NF001530,Semidi,0.994968568,0.821542281,1,1,6,breeding,52.155,-179.66667,
13-0322,NF001531,Semidi,0.999488672,-0.026009167,1,1,7,breeding,59.69333,-177.56833,
13-0325,NF001534,Semidi,0.999998863,-0.792553519,1,1,6,breeding,57.88333,-173.2,
13-0326,NF001535,Chagulak,0.998985009,2.102751663,1,1,7,breeding,59.08333,-176.71667,
13-0327,NF001536,Semidi,0.995506122,-1.179396703,1,1,4,nonbreeding,59.02167,-141.54667,4663
13-0328,NF001537,StMatthew,0.999689886,-0.43177686,1,0,2,nonbreeding,,,
13-0329,NF001538,Semidi,0.999882222,0.366039005,1,1,5,breeding,57.33333,-150.62667,4665
13-0330,NF001539,Semidi,0.993479236,0.452803841,1,1,8,breeding,55.20333,-164.56167,
13-0331,NF001540,Semidi,0.965304481,0.568483322,1,1,7,breeding,58.31667,-173.68333,4667
13-0332,NF001541,StMatthew,0.985089585,0.014506564,1,1,5,breeding,59.61278,-178.16667,4668
13-0333,NF001542,StMatthew,0.999724637,-0.554169941,1,1,5,breeding,56.81333,-170.27167,4669
13-0335,NF001544,Semidi,0.996016035,1.370617746,1,1,4,nonbreeding,59.02167,-141.54667,4671
13-0336,NF001545,Semidi,0.998220199,1.423634557,1,1,4,nonbreeding,59.02167,-141.54667,4672
13-0337,NF001546,Semidi,0.993585557,1.773346963,1,1,4,nonbreeding,59.02167,-141.54667,4673
13-0338,NF001547,Semidi,0.999998143,0.386397659,1,1,4,nonbreeding,59.02167,-141.54667,4674
13-0349,NF001548,StMatthew,0.999109021,-0.547905105,1,1,4,nonbreeding,55.55833,-168.205,
13-0350,NF001549,StMatthew,0.99958743,0.008517472,1,1,3,nonbreeding,56.01833,-170.15333,
13-0351,NF001550,Pribilof,0.994711751,-0.134073503,1,1,5,breeding,58.87,-177.78139,
13-0352,NF001551,Semidi,0.99959514,0.434612305,1,1,7,breeding,59.43833,-176.565,
13-0354,NF001553,Semidi,0.996962351,-0.400169948,1,1,5,breeding,59.85778,-178.34722,
13-0355,NF001554,Semidi,0.998963782,0.966219709,1,1,4,nonbreeding,58.99167,-177.84083,
13-0357,NF001556,StMatthew,0.999933937,0.070315586,1,1,5,breeding,58.87,-177.78139,
13-0358,NF001422,Pribilof,0.996145751,1.127560798,1,1,6,breeding,56.67833,-171.85333,
13-0359,NF001423,Semidi,0.997439551,0.267745366,1,0,8,breeding,,,
13-0361,NF001425,Semidi,0.999976221,0.562885678,1,1,9,breeding,55.79417,-165.12417,
13-0362,NF001426,Pribilof,0.999503703,0.323121138,1,1,8,breeding,56.47694,-169.16694,
13-0364,NF001428,Pribilof,0.998026912,-0.657360655,1,1,7,breeding,59.65333,-176.37167,
13-0365,NF001429,Chagulak,0.999782661,-0.023333746,1,1,7,breeding,59.98167,-176.78833,
13-0368,NF001432,Semidi,0.999652047,1.205160245,1,1,7,breeding,59.68,-176.30667,
13-0369,NF001433,Chagulak,0.986837731,1.319771814,1,1,7,breeding,59.98167,-176.78833,
13-0370,NF001434,Semidi,0.999827881,1.611801591,1,1,5,breeding,54.34,-159.72333,4706
13-0371,NF001435,Semidi,0.999343516,0.018673488,1,1,7,breeding,59.64667,-177.20167,
13-0372,NF001436,Semidi,0.99852809,0.904119651,1,1,7,breeding,59.64667,-177.20167,
13-0374,NF001438,Semidi,0.991769891,1.482547801,1,1,7,breeding,59.64667,-177.20167,
13-0375,NF001439,Semidi,0.999835191,0.61986345,1,1,7,breeding,59.64667,-177.20167,
13-0377,NF001441,Semidi,0.999898801,1.145809435,1,1,7,breeding,59.64667,-177.20167,
13-0378,NF001442,Semidi,0.999990278,-0.053349697,1,1,7,breeding,59.64667,-177.20167,
13-0379,NF001443,Chagulak,0.996294869,2.33654278,1,1,7,breeding,59.58667,-176.85333,
13-0380,NF001444,Semidi,0.999760191,1.210495258,1,1,7,breeding,59.66,-177.17667,
13-0382,NF001446,Semidi,0.998880359,0.845399057,1,1,7,breeding,56.175,-164.25,
13-0384,NF001448,Chagulak,0.938681675,1.600131253,1,1,7,breeding,56.14667,-170.47333,
13-0385,NF001449,Chagulak,0.999826449,0.268969583,1,1,7,breeding,59.69667,-177.24,
13-0387,NF001451,StMatthew,0.995911228,-0.783965739,1,1,7,breeding,59.59333,-177.03333,4723
13-0388,NF001452,Semidi,0.999101148,-0.164582482,1,1,7,breeding,56.44333,-171.015,
13-0389,NF001453,Semidi,0.999020201,0.413176718,1,1,7,breeding,56.51833,-171.565,
13-0390,NF001454,Chagulak,0.950167267,1.632675218,1,1,11,nonbreeding,59.07167,-177.44333,4726
13-0391,NF001455,Semidi,0.999886426,2.016999002,1,1,8,breeding,56.12833,-165.14167,
13-0392,NF001456,Chagulak,0.949121306,-1.164484883,1,1,1,nonbreeding,55.33167,-164.43667,
13-0394,NF001458,Semidi,0.996765038,-0.030608336,1,1,7,breeding,58.685,-174.95333,4730
13-0397,NF001461,Pribilof,0.99992492,1.026997781,1,1,6,breeding,60.23139,-178.68889,
13-0399,NF001463,Chagulak,0.999988442,-1.167577806,1,1,7,breeding,58.73833,-175.195,4735
13-0400,NF001464,Chagulak,0.900513747,-0.842510496,1,1,6,breeding,56.64,-168.79333,4736
13-0401,NF001465,StMatthew,0.999330927,1.279745879,1,1,6,breeding,58.14361,-174.235,4737
13-0402,NF001466,Semidi,0.999449236,0.982125256,1,1,3,nonbreeding,56.64667,-172.515,
13-0403,NF001467,StMatthew,0.939954387,-0.813238624,1,1,7,breeding,58.73833,-175.195,4739
13-0404,NF001468,StMatthew,0.999975741,-0.309291719,1,1,4,nonbreeding,56.36833,-171.02167,4740
13-0406,NF001470,Semidi,0.998066726,0.092263692,1,1,7,breeding,60.20778,-175.53389,4742
13-0407,NF001471,Semidi,0.999807676,-0.121494872,1,1,7,breeding,58.84833,-175.68667,4743
13-0409,NF001472,Semidi,0.979955151,1.318845543,1,1,4,nonbreeding,60.07444,-178.59,4745
13-0410,NF001473,Semidi,0.999917379,0.455098524,1,1,9,breeding,52.01667,-172.03333,4746
13-0411,NF001474,Semidi,0.999883506,-0.288513545,1,1,6,breeding,56.64,-168.79333,4747
13-0412,NF001475,StMatthew,0.998075671,-1.033281143,1,1,7,breeding,58.83,-175.175,4748
13-0413,NF001557,Semidi,0.999102943,0.46986183,1,1,5,breeding,60.07444,-178.59,
13-0414,NF001558,Semidi,0.997964237,1.379339143,1,1,7,breeding,56.64,-168.79333,4750
13-0415,NF001559,Semidi,0.990099811,1.314072686,1,1,7,breeding,58.84833,-175.68667,4751
13-0464,NF001560,Pribilof,0.992922093,-0.083214978,1,1,6,breeding,56.64167,-172.45833,
13-0465,NF001561,Semidi,0.999985567,0.349558177,1,1,8,breeding,57.60833,-174.14889,
13-0467,NF001563,Semidi,0.999992622,1.082186045,1,1,7,breeding,56.14667,-170.47333,
13-0472,NF001567,Chagulak,0.99858913,1.131285689,1,1,8,breeding,58.48333,-173.39667,
13-0478,NF001572,Pribilof,0.963041025,1.837755679,1,1,6,breeding,55.48333,-163.83333,
13-0479,NF001573,Semidi,0.965407953,0.319856871,1,1,6,breeding,55.41667,-164.10833,
13-0480,NF001574,StMatthew,0.998284324,1.242211286,1,1,6,breeding,56.01667,-169.28333,
13-0481,NF001575,Pribilof,0.997896858,1.633711761,1,1,5,breeding,58.87,-177.78139,
13-0483,NF001577,Semidi,0.991163139,0.377405735,1,1,6,breeding,52.155,-179.66667,
13-0484,NF001578,Semidi,0.998476339,-0.063442506,1,1,6,breeding,57.96667,-173.7,
13-0485,NF001579,Pribilof,0.999239538,1.694915732,1,1,6,breeding,52.155,-179.66667,
13-0488,NF001582,Chagulak,0.999983103,-2.181312457,1,1,7,breeding,56.96667,-171.91667,
13-0489,NF001583,Pribilof,0.999865179,0.53239837,1,1,6,breeding,52.155,-179.66667,
13-0492,NF001181,StMatthew,0.99881993,0.776325748,1,1,8,breeding,56.64,-168.79333,4785
13-0493,NF001182,Chagulak,0.999632523,0.730287399,1,1,7,breeding,58.66833,-174.64667,4786
13-0494,NF001183,Semidi,0.994157338,0.570283954,1,1,7,breeding,56.64,-168.79333,4787
13-0495,NF001184,StMatthew,0.999999285,-1.018667696,1,1,7,breeding,58.78,-173.90833,4788
13-0496,NF001185,StMatthew,0.998811977,0.500572018,1,1,7,breeding,58.61333,-173.79167,4789
13-0497,NF001186,StMatthew,0.996820936,0.011114649,1,1,7,breeding,58.61333,-173.79167,4790
13-0498,NF001187,Pribilof,0.999995726,0.819649914,1,1,7,breeding,58.78,-173.90833,4791
13-0500,NF001189,Semidi,0.998365758,-0.582139566,1,1,7,breeding,58.78,-173.90833,4793
13-0501,NF001190,Pribilof,0.99992527,-0.54735527,1,1,7,breeding,58.78,-173.90833,4794
13-0502,NF001191,Semidi,0.999782172,1.824138469,1,1,7,breeding,56.64,-168.79333,4795
13-0503,NF001192,Pribilof,0.999611525,-1.062120536,1,1,7,breeding,56.64,-168.79333,4796
13-0504,NF001193,Chagulak,0.999426622,0.817576213,1,1,7,breeding,58.51167,-173.985,4797
13-0505,NF001194,Semidi,0.999520911,-0.426873435,1,1,7,breeding,58.31667,-173.68333,4798
13-0507,NF001196,Chagulak,0.998190852,1.900316416,1,1,8,breeding,57.95,-172.71667,
13-0508,NF001197,StMatthew,0.999986743,0.327554133,1,1,8,breeding,58.26389,-174.14139,
13-0509,NF001198,Semidi,0.999889508,-0.230954555,1,1,7,breeding,57.03333,-171.46667,
13-0510,NF001199,Semidi,0.999729144,-1.518622442,1,1,7,breeding,59.61667,-177.18333,4803
13-0511,NF001200,StMatthew,0.999628226,0.708812609,1,1,7,breeding,59.73167,-176.56833,
13-0512,NF001201,StMatthew,0.995696331,-0.484526057,1,1,5,breeding,60.07444,-178.59,
13-0513,NF001202,Pribilof,0.999797415,1.164401518,1,1,5,breeding,60.07444,-178.59,
13-0514,NF001203,Semidi,0.997105928,2.421066296,1,1,5,breeding,60.07444,-178.59,
13-0515,NF001204,StMatthew,0.998417442,-0.431855507,1,1,5,breeding,51.88222,-173.46028,
14-0168,NF001205,Semidi,0.989189042,1.68146008,1,1,10,nonbreeding,52.5,-172.61667,
14-0171,NF001208,Pribilof,0.998492155,1.877106551,1,1,9,breeding,55.615,-164.07,4919
