SAMPLE_ID,NMFS_DNA_ID,collection,PofZ,z_score
11-0573,NF001710,Pribilof,0.9985786870288206,0.29299281104925806
11-0575,NF001712,StMatthew,0.9999653591489764,0.5911505259316768
11-0576,NF001713,Semidi,0.9995887257635298,1.5301465339954798
11-0578,NF001715,Pribilof,0.9995244141944569,1.4523854654506034
11-0579,NF001716,StMatthew,0.9958732801826528,0.6401865930635741
11-0582,NF001719,Semidi,0.9999756816879836,0.4297544504556052
11-0583,NF001720,StMatthew,0.9986842665236565,-0.5107509489219952
11-0589,NF001725,Semidi,0.9998599358884427,0.8555108069868187
11-0590,NF001726,StMatthew,0.9953973239618018,2.0919941822703936
11-0591,NF001727,StMatthew,0.9999815918329232,-0.9147894489297359
11-0592,NF001728,Semidi,0.9961446033631982,2.145555440724707
11-0593,NF001729,Chagulak,0.9648607985684513,1.1436231661462146
11-0630,NF001731,Chagulak,0.9887725396073751,-0.2401607549383849
11-0635,NF001735,Pribilof,0.9896965601278963,0.004728705358767528
11-0636,NF001736,Semidi,0.999376627606877,-0.6477270103266192
11-0640,NF001740,Semidi,0.999905313601819,1.0271753746105086
11-0642,NF001742,Pribilof,0.9968144359912775,2.3296083002398222
11-0643,NF001743,Chagulak,0.9880673648323663,-1.2196201391286785
11-0645,NF001745,Semidi,0.9999914059959305,1.3394036011808184
11-0648,NF001746,Chagulak,0.9944367696027091,-0.27345142816874846
11-0650,NF001748,Semidi,0.9702724475360751,2.41442620169158
11-0652,NF001750,Semidi,0.9979392281844923,1.7520436439545715
11-0653,NF001751,Semidi,0.9980697805838299,0.9540505019672603
11-0654,NF001752,StMatthew,0.9836743795685302,-0.5789494670226946
11-0656,NF001754,StMatthew,0.9999497866457716,-1.0547365247841065
11-0657,NF001755,StMatthew,0.9996284987573203,-0.28605508131410173
11-0659,NF001757,StMatthew,0.9979308428321753,0.8596346121399547
11-0660,NF001758,StMatthew,0.9999244615154451,-0.7614883373428066
11-0678,NF001759,Semidi,0.9999898508017846,0.7513062494040924
11-0679,NF001760,StMatthew,0.9344700398240273,0.769105147156718
11-0680,NF001761,StMatthew,0.9943344249470006,-0.06777389047364649
11-0683,NF001764,Semidi,0.9996669653543866,0.7584942280367668
11-0684,NF001765,StMatthew,0.994345890050795,0.9818124871991332
11-0686,NF001767,Semidi,0.9980880446781181,0.14489117339961807
11-0732,NF001768,StMatthew,0.9997706086995489,0.20772427147148423
11-0735,NF001771,StMatthew,0.9652563175403922,-0.3735811171225378
11-0736,NF001772,Semidi,0.9999841381780379,0.6483054505296978
11-0737,NF001773,Semidi,0.9992269126936318,1.650304402070363
11-0738,NF001774,Chagulak,0.9979903254569751,0.625631426403197
11-0741,NF001775,Pribilof,0.9213237980288508,0.36175620196682
11-0772,NF001776,StMatthew,0.98953717863201,-1.222559222856138
11-0830,NF001778,StMatthew,0.9994354698105498,0.4052140964812789
11-0831,NF001779,Pribilof,0.968942406721194,1.3961288840011197
11-0832,NF001780,Pribilof,0.9943822712389103,0.19729612472649607
11-0833,NF001781,Pribilof,0.9999929135223695,-1.2422123356872092
11-0834,NF001782,Semidi,0.9997685222101863,-2.418677288173754
11-0835,NF001783,Chagulak,0.9999071962955574,-0.4383662500951518
11-0837,NF001785,Semidi,0.9974601737257617,2.3579729246906247
11-0839,NF001787,Chagulak,0.9999989303756275,1.1480954316299252
11-0840,NF001788,Semidi,0.9947632642720342,1.8980631685226113
11-0862,NF001790,Semidi,0.999204776073632,0.35501167398353667
11-0863,NF001791,StMatthew,0.9985811557585491,-1.6201021512048353
11-0864,NF001792,Semidi,0.9972309227428245,1.28464350597787
11-0865,NF001793,StMatthew,0.999941651165711,-0.9264238120060432
11-0866,NF001794,Semidi,0.9997905375571451,1.013300390841656
11-0867,NF001795,Pribilof,0.9955171832897265,0.3834384193361669
11-0869,NF001797,StMatthew,0.9999786876166489,-1.7621883521626864
11-0871,NF001799,StMatthew,0.9812297949862303,1.0044194798395825
11-0872,NF001800,Chagulak,0.999709835955366,-0.9681438956360658
11-0876,NF001801,Pribilof,0.9995744693393034,0.16007875401088403
11-0882,NF001803,Chagulak,0.9938556580404636,0.9547226512540691
11-0887,NF001804,StMatthew,0.984552000816662,-0.6848571157838053
11-0888,NF001805,Semidi,0.9989811356260355,-1.0477535471266075
11-0889,NF001806,Pribilof,0.999475661285697,-0.22320342400368612
11-0892,NF001808,Semidi,0.9848391651534945,0.8993644607696683
11-0896,NF001809,Pribilof,0.9828032679917429,0.9301491885698682
11-0897,NF001810,Pribilof,0.9992382418503892,0.3247165035315088
11-0898,NF001811,Semidi,0.9999595593677524,1.4489681582065272
11-0899,NF001812,Chagulak,0.9939856542472537,2.357784026492191
11-0900,NF001813,StMatthew,0.9871875164557318,1.0070810494789906
08-1151,NF001814,Semidi,0.9971878893293357,1.235037319893585
08-1152,NF001815,Semidi,0.9297825179993248,0.46487124397370666
08-1153,NF001816,StMatthew,0.9998440690021174,-1.3088001850179933
08-1155,NF001818,StMatthew,0.9911205189622924,-0.8941316300374413
08-1157,NF001820,StMatthew,0.9999057028175125,-1.0627971552855817
08-1158,NF001821,StMatthew,0.999998471743298,0.17070984727288513
08-1159,NF001822,Semidi,0.996886479829781,-0.22625767309036357
08-1160,NF001823,Pribilof,0.9814240309085306,0.2478463148472064
08-1161,NF001824,Pribilof,0.9998336876749814,0.6878088766716313
08-1162,NF001825,Semidi,0.9995605168466646,0.6439268189492482
08-1163,NF001826,Pribilof,0.9678987143663752,0.28538132413481804
08-1164,NF001827,Semidi,0.9999969758491039,0.41119233203430966
08-1165,NF001828,Semidi,0.9988245162912592,1.0309292404929307
08-1166,NF001829,StMatthew,0.9997597456039315,-0.7906878534253278
08-1167,NF001830,Semidi,0.9985655145657089,1.6323169349102165
08-1169,NF001832,Semidi,0.9895515318109865,0.7750889014740798
08-1173,NF001834,Semidi,0.9999951172192101,-0.10318738631415499
08-1174,NF001835,Semidi,0.9839579429278611,1.1522528599004758
08-1175,NF001836,StMatthew,0.9993736505061063,-0.27105407387536545
08-1176,NF001837,Semidi,0.9999911545586905,-2.205949779150362
08-1178,NF001839,Pribilof,0.9985822152183337,1.337492082739438
08-1180,NF001841,Semidi,0.9998874386870938,1.6244060187171694
08-1181,NF001842,StMatthew,0.9999389491741616,-0.6222075135424094
08-1183,NF001844,StMatthew,0.9997966766051614,-0.7775458402365857
08-1185,NF001846,StMatthew,0.9847869514281882,-1.4838271943917682
08-1186,NF001847,StMatthew,0.9998699860699188,0.39886929990672954
08-1187,NF001848,Pribilof,0.9998433873193279,-1.1214715860601188
08-1188,NF001849,Chagulak,0.999266640048098,-0.5235210662978826
08-1189,NF001850,Semidi,0.9998961493714548,0.49624427942875793
08-1190,NF001851,StMatthew,0.9987510085742299,0.77932510478224
08-1191,NF001852,Pribilof,0.9903987500793967,-1.2551463928750557
08-1193,NF001854,StMatthew,0.9966564197011046,0.06819618744219351
08-1194,NF001855,StMatthew,0.9773461389271672,-1.3848656278080214
08-1196,NF001857,StMatthew,0.998186429869632,0.7729755522306587
08-1198,NF001859,Pribilof,0.9943344022139414,-0.025348379094608377
08-1199,NF001860,Semidi,0.9991246757326565,-1.2030933011366631
08-1200,NF001861,Pribilof,0.9972432302331973,-2.156741692634644
08-1201,NF001862,StMatthew,0.9998601088483204,-1.2167775431563168
08-1203,NF001864,Pribilof,0.9932920664955776,1.319745918691364
08-1205,NF001866,Semidi,0.998801102798833,1.8177158790771788
08-1206,NF001867,Semidi,0.9991870535021149,0.7223244326083667
08-1824,NF001870,Pribilof,0.9989748116804135,-2.0085582236210398
08-1826,NF001872,StMatthew,0.9984475015419149,-0.19888507490366508
08-1829,NF001875,Semidi,0.9997505339923585,0.5704088625038565
08-1830,NF001876,Semidi,0.9999355205480202,0.7405205647694789
08-1832,NF001878,StMatthew,0.9981542668610119,-0.05684994332517234
08-1836,NF001881,Semidi,0.9999897839889341,0.4105710518221453
08-1839,NF001884,Chagulak,0.9813264488905646,1.7359727657358717
08-1849,NF001885,Pribilof,0.9986519429329156,0.22546712307888356
08-2153,NF001886,Chagulak,0.999939089814102,0.6071411919177149
08-2155,NF001888,Semidi,0.9994837541740029,1.2448854718057474
08-2157,NF001890,StMatthew,0.9999381519714224,-0.09298360614072212
08-2158,NF001891,Chagulak,0.9833612267725188,0.7463223561440043
08-2159,NF001892,StMatthew,0.9680715732208687,1.9558701333233508
08-2160,NF001893,Chagulak,0.9906286045739129,-0.3254661339421693
08-2162,NF001895,Chagulak,0.9997036623840009,-0.944830901576754
08-2163,NF001896,StMatthew,0.9999966117143847,1.2981595678902949
08-2164,NF001897,Pribilof,0.9999961460279198,-1.5786702396913521
08-2165,NF001898,Pribilof,0.9799679942256854,1.6565227313088557
08-2166,NF001899,Semidi,0.9999972665256167,0.8225668175901627
08-2178,NF001902,StMatthew,0.9673957626025231,0.056450721153131454
08-2179,NF001903,Chagulak,0.9749098228784397,1.0690490781962436
08-2180,NF001904,StMatthew,0.991266242797113,0.10378575113346503
08-2182,NF001906,StMatthew,0.9998172948140505,0.3306628230151754
08-2183,NF001907,Pribilof,0.9969354638581598,-0.8506893610772768
08-2184,NF001908,Semidi,0.9991816043252096,0.457198144373987
08-2186,NF001909,StMatthew,0.9998326071442161,1.1868509534835883
09-0445,NF001910,Pribilof,0.9782684441163197,0.17379998995476423
09-0455,NF001913,Semidi,0.9996587338882188,1.3541252099224732
09-0456,NF001914,Pribilof,0.9999632141473226,-0.9689923604131826
09-0457,NF001915,Semidi,0.9837981685633937,-0.1157354009186139
09-0467,NF001916,Chagulak,0.9971913165577274,0.9218372893192709
09-0477,NF001917,StMatthew,0.9974139236002225,0.879227662726037
10-0291,NF001920,Semidi,0.9999826861911475,0.5962482194585389
10-0368,NF001922,Pribilof,0.9946758318831247,1.7447099677933922
10-0369,NF001923,Semidi,0.9998079752809085,0.9665991216409746
10-0370,NF001924,Chagulak,0.9991389375647395,0.8579886804886507
10-0371,NF001925,Chagulak,0.997909564435176,1.2964314734131093
10-0400,NF001929,Pribilof,0.999839750208281,1.1609116575568204
10-0403,NF001932,Semidi,0.9976357724207883,1.613572311105048
10-0404,NF001933,StMatthew,0.9967398326770572,-0.04168183860549929
10-0405,NF001934,Pribilof,0.9463712011762867,1.863735821420546
10-0406,NF001935,StMatthew,0.9987423753566435,0.08880395191223373
10-0407,NF001936,Semidi,0.9520327732899857,0.06558726319438529
10-0408,NF001937,StMatthew,0.9246071620194386,1.938709460240194
10-0415,NF001938,Semidi,0.9971721155513658,1.00271596585653
10-0416,NF001939,Pribilof,0.9916017859970139,1.9292808171898497
10-0417,NF001940,Pribilof,0.9816089298993225,-0.3447410033514612
10-0418,NF001941,Semidi,0.9959994267271565,1.5676014750040814
10-0419,NF001942,StMatthew,0.9999872760311668,0.5267184460617684
10-0420,NF001943,Semidi,0.9999532534339123,0.4035483931246974
10-0421,NF001944,Chagulak,0.9965678035025632,-0.3446926889059308
10-0423,NF001945,Semidi,0.999557192009252,-0.38451253935982266
10-0427,NF001947,Chagulak,0.9909579982254313,1.4417980161172261
10-0430,NF001949,Pribilof,0.9999706043318929,-0.7389766370135522
10-0431,NF001950,Chagulak,0.9999386189922344,0.1381036407123762
10-0432,NF001951,Pribilof,0.9963890626106345,0.2736066769002689
10-0433,NF001952,Semidi,0.9832635456998454,1.1021779072840525
10-0437,NF001954,Semidi,0.9990596955017276,0.048428934569917446
10-0438,NF001955,StMatthew,0.9989909459424328,-0.9869973556031294
10-0441,NF001958,StMatthew,0.9989729123758295,1.9520379510822852
10-0442,NF001959,Chagulak,0.9996518696895239,0.12456118456022194
10-0443,NF001960,Pribilof,0.9947946085726908,0.014386394138839442
10-0444,NF001961,Semidi,0.9978366567003425,1.5851609736969625
10-0445,NF001962,StMatthew,0.9999913313734348,0.2237214754388168
10-0447,NF001964,Pribilof,0.9996062324510757,1.3177525863243813
10-0448,NF001965,Pribilof,0.9965754508466149,0.6107286761192707
10-0450,NF001967,StMatthew,0.9945978743290053,1.184655605411979
10-0501,NF001968,Semidi,0.996376789840354,0.11273698059722811
10-0502,NF001969,Semidi,0.9969473404077124,0.3959821042148944
10-0503,NF001970,Pribilof,0.9999377154320126,0.8740862248496455
10-0504,NF001971,Semidi,0.9999999747151164,-0.5630606892660647
10-0508,NF001975,Semidi,0.9440299143122027,0.7044599602453862
10-0511,NF001978,Semidi,0.9997354792349418,-1.6631410872600434
10-0512,NF001979,Pribilof,0.9997671043306703,0.38748964239800493
10-0515,NF001981,Semidi,0.993688356791876,1.3221054326881774
10-0520,NF001983,StMatthew,0.9995542200571199,0.3017030187389296
10-0521,NF001984,Pribilof,0.9983439440508806,0.20434948875878214
10-0524,NF001987,Pribilof,0.9999566632009588,-0.3025454297976254
10-0527,NF001990,StMatthew,0.9994462217645705,0.1492204526226822
10-0528,NF001991,Pribilof,0.9995968527975723,-0.8082978516563287
10-0546,NF001992,Pribilof,0.9989083365403795,-0.369697189618404
10-0547,NF001993,StMatthew,0.9996346671213576,0.5587619005742326
10-0550,NF001996,StMatthew,0.9928794187432011,0.8999885915494854
10-0551,NF001997,StMatthew,0.9999593915910195,-0.16493959650940562
10-0552,NF001998,Semidi,0.999869558667839,-0.46824117526494097
10-0556,NF002002,Semidi,0.999159787640339,1.0615974935899637
10-0558,NF002004,Pribilof,0.995507571268618,0.15217832831294442
10-0561,NF002005,Semidi,0.9684852702819986,0.35050235540187374
10-0563,NF002007,StMatthew,0.9910021091158712,0.9029063722552528
10-0564,NF002008,Semidi,0.9999862686275671,-2.212929650555989
10-0566,NF002010,Chagulak,0.9984034889482217,0.4856868909357398
10-0567,NF002011,Pribilof,0.9988813381062143,0.5385027416335967
10-0570,NF002014,Semidi,0.9778635127381723,0.2865657960747561
10-0571,NF002015,Pribilof,0.9977426260944345,-0.0774583440780811
10-0580,NF002016,Semidi,0.9981197408521896,-0.9866483114004316
10-0581,NF002017,StMatthew,0.9781216272015603,-0.7697499739051167
10-0588,NF002018,Pribilof,0.9988327432326843,0.1431337207059685
10-0589,NF002019,Pribilof,0.9999908037150493,1.7224174918341613
10-0590,NF002020,Chagulak,0.9999706745952095,0.5504590403380626
10-0592,NF002022,Semidi,0.9761789289502147,1.636242301698397
10-0594,NF002024,Chagulak,0.9972006855091727,1.2431931097698952
10-0595,NF002025,StMatthew,0.9984094745468505,1.1189151531973565
10-0596,NF002026,Semidi,0.9813160425297788,0.5296602730065793
10-0597,NF002027,Semidi,0.9995711615054245,0.6316283053442232
10-0598,NF002028,Pribilof,0.9984898710210615,1.4477109785003155
10-0599,NF002029,StMatthew,0.999483660213083,0.14498070066499233
10-0612,NF002030,Semidi,0.9998461692313292,-0.7037282789895853
10-0613,NF002031,StMatthew,0.9967801494547154,-1.743738989635173
10-0614,NF002032,StMatthew,0.9984470197098915,0.1821745963043196
10-0615,NF002033,StMatthew,0.9993425338719919,0.059780484352653596
10-0617,NF002035,StMatthew,0.9998515994690986,0.38994479378093144
10-0618,NF002036,Chagulak,0.9943478428638092,0.5233713570209146
10-0619,NF002037,Semidi,0.9989174102032585,-0.6652343614879627
10-0620,NF002038,Semidi,0.9962584589969538,-0.3396154748710315
10-0621,NF002039,Semidi,0.9997632774151136,0.9010650442767688
10-0622,NF002040,Semidi,0.9996683332124155,-0.8051985952516123
10-0649,NF002044,Pribilof,0.9997897221833983,-0.4968487475356938
10-0651,NF002046,Chagulak,0.9860488176278621,1.0916055795661117
10-0653,NF002048,Semidi,0.999971268885039,0.7025721042124383
10-0654,NF002049,Semidi,0.9999373342452171,0.7727755950576943
10-0655,NF002050,Chagulak,0.9849275852241209,1.9970646422474305
10-0656,NF002051,Pribilof,0.9969705174894439,1.0825177723363129
10-0657,NF002052,Pribilof,0.9941416014885233,0.8258131480645201
10-0658,NF002053,Pribilof,0.992955798625922,1.4914014224208572
10-0659,NF002054,StMatthew,0.9992237528339459,0.3137379240058645
10-0680,NF002056,Pribilof,0.9999611637592979,1.4678675162467962
10-0682,NF002058,StMatthew,0.9994377223122394,-1.4730949667323
10-0683,NF002059,Pribilof,0.9998029741200338,1.8128817688722714
10-0685,NF002061,Semidi,0.9999575402352857,0.530106151643645
10-0703,NF002062,StMatthew,0.9998726620028202,-1.4327823063344893
10-0723,NF002063,Pribilof,0.9997848121771634,1.0010617493646465
10-0724,NF002064,Chagulak,0.9999141114904552,-1.3730915838773572
10-0725,NF002065,Chagulak,0.9999691930362682,0.1348219712280201
10-0726,NF002066,Semidi,0.9990182932841353,1.614266274134745
10-0727,NF002067,Semidi,0.9875642991822304,2.002980804405507
10-0730,NF002070,Semidi,0.9902311611832768,0.7680501770342689
10-0738,NF002071,Chagulak,0.9999950012891047,-2.225713934361084
10-0744,NF002072,Pribilof,0.9753211045161985,0.6399490065040494
10-0745,NF002073,Semidi,0.9995432444544654,2.1815883467823065
10-0762,NF002074,Semidi,0.9945850319484145,1.1430140385832044
10-0764,NF002076,Pribilof,0.9956738312575997,0.9263007010723273
10-0777,NF002077,Pribilof,0.9999134493829396,-1.5218286390050053
10-0778,NF002078,Chagulak,0.9812307745294919,0.2751014166956698
10-0779,NF002079,Semidi,0.9998342294777182,-1.7458611678249136
10-0780,NF002080,Semidi,0.9998088443242898,0.23493394515133
10-0781,NF002081,StMatthew,0.9990107372044578,-0.02493539518171427
10-0782,NF002082,Semidi,0.9997082357523699,0.13057573813956827
10-0784,NF002083,Semidi,0.9984758588086194,-0.24292759846327536
10-0785,NF002084,Semidi,0.9994641968206222,0.47943557808342296
10-0787,NF002086,Pribilof,0.9998808214022837,-0.14475611847454317
18-0288,NF002087,Pribilof,0.9992623805556603,1.4445268854171078
18-0289,NF002088,Semidi,0.9993580921123835,-0.45016227177101736
18-0291,NF002090,Semidi,0.9970623070670033,0.9048780576859442
18-0293,NF002092,Semidi,0.9998133476333873,1.3255276091652832
18-0294,NF002093,Semidi,0.999965096054649,0.4276351692793063
18-0297,NF002096,StMatthew,0.9996457708340675,0.2887045043315619
18-0298,NF002097,Semidi,0.9982473257997394,1.1255410317210093
18-0299,NF002098,Pribilof,0.999704085344777,-0.753953726190123
18-0300,NF002099,Semidi,0.9954047541021462,0.5181871205888727
18-0329,NF002104,StMatthew,0.9997910050937703,1.5888854382494544
18-0330,NF002105,Pribilof,0.9998134829040067,0.6239734296263861
18-0333,NF002108,StMatthew,0.9970124722355065,0.40543067020478524
18-0335,NF002110,Semidi,0.9922188529786349,-1.5663137687032742
18-0336,NF002111,Semidi,0.9998703567370806,-1.4241537797129138
18-0337,NF002112,Chagulak,0.9999957452492371,2.0983578711959106
18-0345,NF002120,Pribilof,0.9996734522104725,1.6491016743678777
18-0347,NF002122,StMatthew,0.9937863065257542,-1.6929559725288024
18-0348,NF002123,StMatthew,0.9982500663715483,0.2118843512520218
18-0349,NF002124,StMatthew,0.9825071002348739,-0.12616102945877056
18-0350,NF002125,Semidi,0.9994965286521522,1.0556761338803788
18-0353,NF002128,Chagulak,0.9997856226205349,-0.3836132266059526
18-0354,NF002129,Chagulak,0.9999513323523402,-1.6492582406050822
18-0356,NF002131,Semidi,0.9999991756775443,-1.0841653332672745
18-0358,NF002133,StMatthew,0.9999399570271746,1.4544581636250007
18-0376,NF002135,Semidi,0.9999750637050715,1.5326673140850333
18-0377,NF002136,Pribilof,0.99989701059057,0.08009564552427444
18-0378,NF002137,StMatthew,0.9988018858444866,-0.29607130021538247
18-0379,NF002138,Pribilof,0.9995107028951111,1.7038159755148448
18-0382,NF002141,Chagulak,0.9965287706435381,-1.9330160417715248
18-0383,NF002142,Semidi,0.9998936082189369,0.9200895264464818
18-0386,NF002145,StMatthew,0.995506206116474,0.4944948041934232
18-0387,NF002146,Pribilof,0.9951692321943827,1.6132731342777868
18-0388,NF002147,StMatthew,0.9853659182696061,0.5584229059115889
